PDF name,Passage number,Reading Passage,Directions,Passage title (if any),Question number,Questions,Cognitive reasoning category,Item type,Item_type (multiple_choice or written_response),Choice_1,Choice_2,Choice_3,Choice_4,Text_in_box_in_passage,Text_in_box_in_question,Text_in_box_in_option,Correct answer,Percent students answering correctly,Percent of students selecting_choice 1,Percent of students selecting_choice 2,Percent of students selecting_choice 3,Percent of students selecting_choice 4,Standard,DOK,Word count (passage),Lexile (passage),Flesch-Kincaid (passage),Does the passage have any images? (Yes/No),"Do the questions have any images or refer to an image, table, or other illustration? (Yes/ No)",Do the options/ choices have any images? (Yes/No),Footnote to passage (write text in footnote),Copyright information,Other instructions,Other information
2021-staar-gr3-reading-test,4,"""Crunch 
 Crunch 
 Crunch 
 Crunch 
 
 5 I love the sound 
 My feet can make 
 When the leaves 
 Turn red and 
 Yellow and brown, 
 
 10 And one dark night 
 The wind blows hard 
 Whirling them 
 Onto the walks 
 And streets 
 
 15 Where they tumble 
 And gather 
 In piles and drifts 
 Just waiting 
 For me and my 
 
 20 Marching feet 
 To come 
 Shuffling and 
 Scuffling and 
 Stomping 
 
 25 Up and down 
 Making a wonderful 
 Crunching sound 
 Crunch 
 Crunch 
 
 30 Crunch 
 Crunch
 Me 
 And my feet 
 And the 
 
 35 Dry brown 
 Leaves.""",*Read the selection and choose the best answer to each question. Then fill in the answer on your answer document.*,"*Autumn Walk*
_by Yoshiko Uchida_",24,24. Lines 18 through 21 suggest that the speaker feels —,,,multiple_choice,F. surprised to find a big pile of leaves,G. excited to go through the pile of leaves,H. curious about what is hiding under the leaves,J. worried about the amount of leaves on the ground,,,,G,14,16,14,48*,21,,,,,,No,Yes,No,,"Reprinted by permission, University of California Regents. Copyright © 1985 Regents of the University of California.",,Supporting
2021-staar-gr3-reading-test,4,,,,25,25. Which sentence best describes the stanzas of the poem?,,,multiple_choice,A. Each stanza contains lines that rhyme.,B. Each stanza creates an image for the reader.,C. Each stanza describes a new event for the reader.,D. Each stanza repeats important lines.,,,,B,10,19,10,51*,20,,,,,,,,,,,,Supporting
2021-staar-gr3-reading-test,4,,,,26,"26. Read lines 15 through 17 of the poem.
 
 These lines help the reader picture the way the leaves —",,,multiple_choice,F. are colored,G. look along the street,H. sound as they fall,J. feel in the darkness,,"Where they tumble
 And gather
 In piles and drifts",,G,15,61*,15,11,13,,,,,,,,,,,,Supporting
2021-staar-gr3-reading-test,4,,,,27,"27. In lines 1 through 4 and lines 28 through 31, the placement of the word ""Crunch""
 is meant to emphasize —",,,multiple_choice,A. that the speaker is talking,B. the number of leaves there are,C. how carefully the speaker is moving,D. each step the speaker is taking,,,,D,16,11,60*,13,16,,,,,,,,,,,,Supporting
2021-staar-gr3-reading-test,4,,,,28,28. Which lines of the poem best show why the speaker likes the leaves?,,,multiple_choice,F. Lines 7 through 9,G. Lines 12 and 13,H. Lines 26 and 27,J. Lines 32 and 33,,,,H,13,13,47*,13,26,,,,,,,,,,,,Supporting
2021-staar-gr3-reading-test,4,,,,29,"29. Throughout the poem, the speaker can best be described as feeling —",,,multiple_choice,A. confused,B. curious,C. upset,D. pleased,,,,D,20,17,28,34*,20,,,,,,,,,,,,Supporting
2021-staar-gr3-reading-test,5,"""1 In 1900 a scientist named Frederick Starr was exploring a mountain in Mexico. Suddenly he heard soft pounding sounds. He listened carefully and followed the sounds coming through the trees. The sounds grew louder. Soon Starr came to a village. There he found something very interesting. The pounding came from people hitting rocks on bark. They were making paper that would be used to create art. Other scientists had thought people no longer knew how to make bark paper, but Starr found out differently. The villagers were making a very special kind of paper—_amate_ (ah-MAH-tay).
 
 2 Starr made his discovery more than 100 years ago. Since then scientists have learned much more about amate. The people of Mexico have been making this beautiful paper for hundreds of years.
 
 *Bark Paintings Now and Then*
 
 3 Today the paper is still handmade by people in Mexican villages. The paper is decorated with colorful paints to make paintings that might show interesting scenes from village life. Or the paintings might be pictures from nature. Rainbow-colored birds, animals, or flowers are common. These paintings are often used as decorations in homes.
 
 4 Amate paintings are popular in Mexico and around the world. Many visitors buy these special works of art. People appreciate having a piece of this important part of Mexican history.
 
 5 Long ago bark paper had another purpose. It was used for books. The bark paper was folded into a book with several pages. Then small pictures were painted on the pages. These paintings tell stories of the past. They also give helpful information. For example, they show us how people made different medicines.
 
 6 Many of these books were lost over time. Scientists treasure the books that are left. They are important because they tell what life in Mexico was like long ago.
 
 *Making Bark Paper*
 
 7 Amate is made from the bark of mulberry or fig trees. The mulberry bark makes light-colored paper, while the fig bark makes dark-colored paper. 
 
 8 The bark is stripped from the trees. Then it is washed. Next the bark is boiled in a pot of water and ashes for hours until it breaks apart into strips. 
 
 9 The strips of bark are placed on a flat, wooden drying board. Some strips are placed across in rows, while other strips are placed from top to bottom. Any long ends of the bark are cut off so that they do not hang over the edges of the board. After that the strips are flattened with rocks. Soon there is just one flat rectangle of paper. This paper is left to dry in the sun. 
 
 10 When the paper is dry, it is ready to paint. The artists make outlines of their drawings using black paint. Then they fill in the shapes with bright colors. Now the painted bark paper is ready to display and enjoy. 
 
 11 Amate has been around for hundreds of years, but it is still important today. This beautiful handmade paper teaches us much about Mexico and its people.""",*Read the selection and choose the best answer to each question. Then fill in the answer on your answer document.*,*Mexican Bark Art*,30,"1. Which sentence supports the conclusion that there are differences in the way bark
 paper looks even before it is painted?",,,multiple_choice,"F. _The mulberry bark makes light-colored paper, while the fig bark makes
 dark-colored paper_. (paragraph 7)",G. _The bark is stripped from the trees_. (paragraph 8),H. _Next the bark is boiled in a pot of water and ashes for hours until it breaks apart into strips_. (paragraph 8),"J. _The strips of bark are placed on a flat, wooden drying board_. (paragraph 9)","A Bird and Flowers painted on Amate Paper; Ancient Amate Bark Paper; *Make Your Own Amate Painting*
 
 *You will need:*
 
 • A piece of brown or tan paper (A paper bag works well.) 
 • Pencil 
 • Paints in black, white, and bright colors 
 • Paintbrushes
 
 *Steps:*
 
 1.Crumple the paper. Then flatten it out. This will make it look rough, like bark paper. 
 2. Think about what you want to paint. Use your imagination. Maybe you want to make an orange horse or a tree with purple leaves. 
 3. Draw your picture on the paper using a pencil. 
 4.Next paint your outlines. Dip a thin paintbrush into the black paint. Then paint over the pencil lines with light strokes. 
 5.Wait for the outlines to dry. Then fill in the painting with brightly colored paint.
 
 https://www.dropbox.com/scl/fi/nwojt73en5ax4jqrwokvi/Passage_5_2021-staar-gr3-reading-test.PNG?rlkey=866e0e54maqcuzg6ft4d3r6bb&dl=0
 
 https://www.dropbox.com/scl/fi/mhvs0j521a57y1pqgokna/Passage_5.1_2021-staar-gr3-reading-test.PNG?rlkey=pd1ac0typ9eq42a3icbubynkq&dl=0
 
 https://www.dropbox.com/scl/fi/g55tin6pvkrkcnqejvbhy/Passage_5.2_2021-staar-gr3-reading-test.PNG?rlkey=i0ruhsx6qlpwb94yt2tiqn0gv&dl=0
 
 https://www.dropbox.com/scl/fi/vkj8a6nf3n3qxuicllq5g/Passage_5.3_2021-staar-gr3-reading-test.PNG?rlkey=u64gzphmy091jgl30lqs9tnor&dl=0
 
 https://www.dropbox.com/scl/fi/1fk8glux53mhpb6s558l2/Passage_5.4_2021-staar-gr3-reading-test.PNG?rlkey=3av9c4j9amusln1sryornkvxo&dl=0",,,F,33,33,23,12,32*,,,,,,Yes,No,No,,,,Readiness
2021-staar-gr3-reading-test,5,,,,31,2. What is the most likely reason the author included paragraph 1 in the selection?,,,multiple_choice,A. To show how bark art is different from other art,B. To interest the reader in learning about bark art,C. To describe how bark art has changed over time,D. To tell the reader why villagers made bark art,,,,B,19,56*,19,14,11,,,,,,Yes,No,No,,,,Readiness
2021-staar-gr3-reading-test,5,,,,32,"3. How is the paper in the section titled ""Make Your Own Amate Painting"" different
 from the bark paper described in the rest of the selection?",,,multiple_choice,F. It has been flattened.,G. It is made from strips.,H. It has been crumpled.,J. It is hard to draw on.,,,,H,40,14,35,40*,11,,,,,,Yes,No,No,,,,Readiness
2021-staar-gr3-reading-test,5,,,,33,4. Which statement best explains why Starr's discovery was important?,,,multiple_choice,A. He learned about a different kind of amate.,B. He found that people were still making amate.,C. He realized how amate had been used in the past.,D. He learned that amate was made many years ago.,,,,B,18,37*,18,22,23,,,,,,Yes,No,No,,,,Readiness
2021-staar-gr3-reading-test,5,,,,34,"5. Where should a reader look to find information about what happens after bark is
 stripped from trees?",,,multiple_choice,F. The first paragraph,"G. The section titled ""Bark Paintings Now and Then""","H. The section titled ""Making Bark Paper""",J. The boxed section at the end of the selection,,,,H,46,22,21,46*,11,,,,,,Yes,No,No,,,,Readiness
2021-staar-gr4-reading-test-tagged,1,"""1 Super-smart and super-social, elephants have a lot to say—and many different ways of saying it. 
 
 *Sound*
 
 2 You may think you know how _elephants_ communicate: With trunks held high, they blast the air with loud trumpeting sounds. But that's not the only way elephants make themselves heard within the herd. These massive mammals have a vocabulary to match their size: more than 70 different vocal sounds, from barks to snorts to cries. 
 
 3 Elephants make rumbles—deep, vibrating noises—more often than they do any other sound. An elephant makes its rumble the same way a person speaks: with its _larynx_ (LAIR-inks, ""voice box""). But an elephant's huge larynx produces very low sounds. In fact, some rumbles are too low for human ears to hear. A person standing nearby may feel the vibrations. But elephants can pick up these rumbles from miles away! They use special sensors in their feet to ""hear"" the distant vibrations through the ground. 
 
 *Body Language*
 
 4 An elephant can also say a lot without making a sound. All it needs to do is strike a pose. Some gestures—a twitch of an ear, a wag of the head—are so small that most people wouldn't even notice them. But scientists who study elephants have discovered that even when the animals are silent, they are using their bodies to ""chat."" For example, that ear twitch may mean ""I'm done here—let's go."" And the head wag may translate as ""Let's play!""
 
 5 Some elephant ""sign language"" is easier to translate. A happy elephant will flap both ears and wag its tail. Faced with a threat, an elephant will flare its ears and stick its tail out straight. Sometimes, a whole herd gets spooked. All the elephants stand perfectly still, holding their trunks high in the air or draping them on the ground. Scientists call this ""synchronized freezing."" They think it may help the elephants focus all their attention on the sounds and smells around them.
 
 *Smell*
 
 6 If you ever wonder what an elephant is paying attention to, don't watch its eyes. Watch its trunk! The big body may look still. But the tip of that super-sensitive smeller is always on the move, sniffing out the answers to some important questions: _What did my friend eat for breakfast? Who's been to this watering hole recently? Are there any predators nearby?_
 
 7 Many of those answers can be found in smelly ""messages"" left behind by other elephants.
 
 *Touch*
 
 8 When human toddlers feel tired or sad, they may head for the comfort of a parent's lap. Elephant calves do something similar. Worn out from playing or stressed by an _unfamiliar_ situation, a calf will tuck itself under Mom's big, sheltering body. (Elephants don't have laps!) That lets Mom know that her baby needs extra attention.
 
 9 Throughout a herd, touching helps create bonds of family and friendship. One female may pat another with her trunk: ""How's it going?"" A male may twist his trunk around a female's: ""I like you!"" Or one elephant may use its trunk to shove another: ""Back off! You're getting on my nerves."" Who needs words when you have a trunk?""",*Read the selection and choose the best answer to each question. Then fill in the answer on your answer document.*,"*Big Talkers*
_by Hannah Schardt_",1,"1. The prefix _un_- helps the reader know that the word <u>unfamiliar<u> in paragraph 8
 means —",,,multiple_choice,A. partly known,B. known together,C. known in the past,D. not known,"A young elephant makes a loud cry.; A Young Elephant and Its Mother

https://www.dropbox.com/scl/fi/fi8pztmkfwhvz3uw2jhba/passage-1.1.PNG?rlkey=ls3lkkirfortv0q3cztoobbze&dl=0
 
 https://www.dropbox.com/scl/fi/5ivcdneh3lxih4dfkjobj/passage-1.PNG?rlkey=ftzvf5uj078isbt60ady048gr&dl=0",,,D,81,11,4,4,81*,,,,,,Yes,No,No,,,"Ranger Rick. Sep2016, Vol. 50 Issue 8, p6-11. 6p. 7 Color Photographs.",Readiness
